"filename", "language", "Markdown", "Java", "XML", "comment", "blank", "total"
"/home/robert/Java-Catan/CLEANUP_COMPLETE.md", "Markdown", 68, 0, 0, 0, 14, 82
"/home/robert/Java-Catan/COMPLETE_OVERHAUL_SUMMARY.md", "Markdown", 98, 0, 0, 0, 22, 120
"/home/robert/Java-Catan/EdgeCalc.class", "Java", 0, -7, 0, 0, 0, -7
"/home/robert/Java-Catan/EdgeCalc.java", "Java", 0, -1, 0, 0, -1, -2
"/home/robert/Java-Catan/Markdowns/AUTHENTIC_CATAN_BOARD_OVERHAUL.md", "Markdown", -111, 0, 0, 0, -31, -142
"/home/robert/Java-Catan/Markdowns/AUTHENTIC_CATAN_LAYOUT_COMPLETE.md", "Markdown", -90, 0, 0, 0, -25, -115
"/home/robert/Java-Catan/Markdowns/BOARD_POSITIONING_FIX.md", "Markdown", -13, 0, 0, 0, -4, -17
"/home/robert/Java-Catan/Markdowns/CATAN_LAYOUT_KORRIGIERT.md", "Markdown", -49, 0, 0, 0, -19, -68
"/home/robert/Java-Catan/Markdowns/CATAN_LAYOUT_VOLLSTÃ„NDIG_KORRIGIERT.md", "Markdown", -76, 0, 0, 0, -21, -97
"/home/robert/Java-Catan/Markdowns/CLOSER_SPACING_ADJUSTMENT.md", "Markdown", -84, 0, 0, 0, -25, -109
"/home/robert/Java-Catan/Markdowns/COMPACT_LAYOUT_IMPROVEMENTS.md", "Markdown", -93, 0, 0, 0, -27, -120
"/home/robert/Java-Catan/Markdowns/COMPACT_LAYOUT_WITH_FIXED_STREETS.md", "Markdown", -100, 0, 0, 0, -26, -126
"/home/robert/Java-Catan/Markdowns/COMPLETE_IMPLEMENTATION_OVERVIEW.md", "Markdown", -95, 0, 0, 0, -26, -121
"/home/robert/Java-Catan/Markdowns/COORDINATE_FIXES_SUMMARY.md", "Markdown", -72, 0, 0, 0, -20, -92
"/home/robert/Java-Catan/Markdowns/DUPLICATE_SETTLEMENT_ELIMINATION_ULTRA_PRECISION.md", "Markdown", -121, 0, 0, 0, -33, -154
"/home/robert/Java-Catan/Markdowns/ENHANCED_BOARD_COMPLETE.md", "Markdown", -91, 0, 0, 0, -27, -118
"/home/robert/Java-Catan/Markdowns/FINAL_OPTIMIZATION_SUMMARY.md", "Markdown", -88, 0, 0, 0, -26, -114
"/home/robert/Java-Catan/Markdowns/FINAL_UI_SOLUTION_COMPLETE.md", "Markdown", -91, 0, 0, 0, -26, -117
"/home/robert/Java-Catan/Markdowns/HEXAGONAL_IMPLEMENTATION_SUMMARY.md", "Markdown", -104, 0, 0, 0, -33, -137
"/home/robert/Java-Catan/Markdowns/HEX_SPACING_KOMPAKT_GEMACHT.md", "Markdown", -75, 0, 0, 0, -23, -98
"/home/robert/Java-Catan/Markdowns/ROAD_POSITIONING_OPTIMIZATION.md", "Markdown", -75, 0, 0, 0, -25, -100
"/home/robert/Java-Catan/Markdowns/SPACING_AND_DUPLICATE_FIXES.md", "Markdown", -61, 0, 0, 0, -19, -80
"/home/robert/Java-Catan/Markdowns/SPACING_IMPROVEMENTS.md", "Markdown", -85, 0, 0, 0, -25, -110
"/home/robert/Java-Catan/Markdowns/TILE_GRID_ALIGNMENT_IMPROVEMENTS.md", "Markdown", -78, 0, 0, 0, -26, -104
"/home/robert/Java-Catan/Markdowns/TILE_SIZE_AND_ROAD_POSITIONING_IMPROVEMENTS.md", "Markdown", -83, 0, 0, 0, -22, -105
"/home/robert/Java-Catan/Markdowns/UI_IMPROVEMENTS_COMPLETE.md", "Markdown", -141, 0, 0, 0, -38, -179
"/home/robert/Java-Catan/Markdowns/UI_POSITIONING_FIXES_COMPLETE.md", "Markdown", -106, 0, 0, 0, -28, -134
"/home/robert/Java-Catan/Markdowns/ULTRA_COMPACT_LAYOUT_MAXIMUM_CLOSENESS.md", "Markdown", -104, 0, 0, 0, -26, -130
"/home/robert/Java-Catan/Markdowns/VERY_CLOSE_SPACING_FINAL.md", "Markdown", -62, 0, 0, 0, -16, -78
"/home/robert/Java-Catan/src/main/java/com/catan/controller/AuthenticBoardController.java", "Java", 0, 219, 0, 54, 47, 320
"/home/robert/Java-Catan/src/main/java/com/catan/controller/MainController.java", "Java", 0, -896, 0, -177, -224, -1297
"/home/robert/Java-Catan/src/main/java/com/catan/demo/AuthenticBoardDemo.java", "Java", 0, 58, 0, 8, 18, 84
"/home/robert/Java-Catan/src/main/java/com/catan/demo/AuthenticCatanLayoutDemo.java", "Java", 0, -64, 0, -6, -16, -86
"/home/robert/Java-Catan/src/main/java/com/catan/demo/CorrectEdgeGenerator.java", "Java", 0, -143, 0, -39, -34, -216
"/home/robert/Java-Catan/src/main/java/com/catan/demo/DeduplicationTest.java", "Java", 0, -1, 0, 0, 0, -1
"/home/robert/Java-Catan/src/main/java/com/catan/demo/EdgeCountAnalysis.class", "Java", 0, -58, 0, 0, 0, -58
"/home/robert/Java-Catan/src/main/java/com/catan/demo/EdgeCountAnalysis.java", "Java", 0, -102, 0, -19, -29, -150
"/home/robert/Java-Catan/src/main/java/com/catan/demo/EdgeMathTest.class", "Java", 0, -44, 0, 0, 0, -44
"/home/robert/Java-Catan/src/main/java/com/catan/demo/EdgeMathTest.java", "Java", 0, -88, 0, -33, -35, -156
"/home/robert/Java-Catan/src/main/java/com/catan/demo/EnhancedBoardDemo.java", "Java", 0, -79, 0, -14, -24, -117
"/home/robert/Java-Catan/src/main/java/com/catan/demo/HexPositionDebug.java", "Java", 0, -71, 0, -7, -22, -100
"/home/robert/Java-Catan/src/main/java/com/catan/demo/LayoutComparison.java", "Java", 0, 0, 0, 0, -1, -1
"/home/robert/Java-Catan/src/main/java/com/catan/demo/RealDuplicateAnalysis.java", "Java", 0, -44, 0, -3, -16, -63
"/home/robert/Java-Catan/src/main/java/com/catan/demo/RoadVisibilityTest.class", "Java", 0, -25, 0, 0, 0, -25
"/home/robert/Java-Catan/src/main/java/com/catan/demo/RoadVisibilityTest.java", "Java", 0, -41, 0, -6, -13, -60
"/home/robert/Java-Catan/src/main/java/com/catan/demo/SimpleEdgeTest.class", "Java", 0, -41, 0, 0, 0, -41
"/home/robert/Java-Catan/src/main/java/com/catan/demo/SimpleEdgeTest.java", "Java", 0, -67, 0, -10, -21, -98
"/home/robert/Java-Catan/src/main/java/com/catan/demo/SimpleLayoutDemo.java", "Java", 0, -47, 0, -7, -15, -69
"/home/robert/Java-Catan/src/main/java/com/catan/demo/SymmetryTest.java", "Java", 0, -54, 0, -4, -15, -73
"/home/robert/Java-Catan/src/main/java/com/catan/demo/VertexCoordinateTest.class", "Java", 0, -34, 0, 0, 0, -34
"/home/robert/Java-Catan/src/main/java/com/catan/demo/VertexCoordinateTest.java", "Java", 0, -85, 0, -14, -22, -121
"/home/robert/Java-Catan/src/main/java/com/catan/demo/VertexDebugger.java", "Java", 0, -50, 0, -3, -16, -69
"/home/robert/Java-Catan/src/main/java/com/catan/demo/VisualLayoutTest.java", "Java", 0, 0, 0, 0, -1, -1
"/home/robert/Java-Catan/src/main/java/com/catan/model/AuthenticCatanBoard.class", "Java", 0, 108, 0, 0, 0, 108
"/home/robert/Java-Catan/src/main/java/com/catan/model/AuthenticCatanBoard.java", "Java", 0, 250, 0, 83, 71, 404
"/home/robert/Java-Catan/src/main/java/com/catan/model/CatanGame.class", "Java", 0, 8, 0, 0, 0, 8
"/home/robert/Java-Catan/src/main/java/com/catan/model/CatanGame.java", "Java", 0, 47, 0, 6, 8, 61
"/home/robert/Java-Catan/src/main/java/com/catan/model/CatanGeometryCalculator.class", "Java", 0, 76, 0, 0, 0, 76
"/home/robert/Java-Catan/src/main/java/com/catan/model/CatanGeometryCalculator.java", "Java", 0, 66, 0, 28, 30, 124
"/home/robert/Java-Catan/src/main/java/com/catan/model/EnhancedHexGameBoard.class", "Java", 0, -138, 0, 0, 0, -138
"/home/robert/Java-Catan/src/main/java/com/catan/model/EnhancedHexGameBoard.java", "Java", 0, -335, 0, -61, -83, -479
"/home/robert/Java-Catan/src/main/java/com/catan/model/GameBoard.class", "Java", 0, -19, 0, 0, 0, -19
"/home/robert/Java-Catan/src/main/java/com/catan/model/GameBoard.java", "Java", 0, -46, 0, 23, 2, -21
"/home/robert/Java-Catan/src/main/java/com/catan/model/GameConstants.class", "Java", 0, 69, 0, 0, 0, 69
"/home/robert/Java-Catan/src/main/java/com/catan/model/HexGameBoard.class", "Java", 0, -97, 0, 0, 0, -97
"/home/robert/Java-Catan/src/main/java/com/catan/model/HexGameBoard.java", "Java", 0, -192, 0, -30, -53, -275
"/home/robert/Java-Catan/src/test/java/com/catan/model/CatanGameTest.java", "Java", 0, 5, 0, 1, 0, 6
"/home/robert/Java-Catan/src/test/java/com/catan/model/EnhancedHexGameBoardTest.java", "Java", 0, -128, 0, -24, -40, -192
"/home/robert/Java-Catan/src/test/java/com/catan/model/HexGameBoardTest.java", "Java", 0, -103, 0, -28, -35, -166
"/home/robert/Java-Catan/target/classes/com/catan/controller/AuthenticBoardController$1.class", "Java", 0, 14, 0, 0, 0, 14
"/home/robert/Java-Catan/target/classes/com/catan/controller/AuthenticBoardController.class", "Java", 0, 185, 0, 0, 2, 187
"/home/robert/Java-Catan/target/classes/com/catan/controller/MainController.class", "Java", 0, -476, 0, 0, -5, -481
"/home/robert/Java-Catan/target/classes/com/catan/demo/AuthenticBoardDemo.class", "Java", 0, 33, 0, 0, 0, 33
"/home/robert/Java-Catan/target/classes/com/catan/demo/AuthenticCatanLayoutDemo.class", "Java", 0, -71, 0, 0, -1, -72
"/home/robert/Java-Catan/target/classes/com/catan/demo/CorrectEdgeGenerator.class", "Java", 0, -56, 0, 0, -1, -57
"/home/robert/Java-Catan/target/classes/com/catan/demo/DeduplicationTest.class", "Java", 0, 11, 0, 0, -1, 10
"/home/robert/Java-Catan/target/classes/com/catan/demo/EdgeCountAnalysis.class", "Java", 0, -66, 0, 0, 0, -66
"/home/robert/Java-Catan/target/classes/com/catan/demo/EdgeMathTest.class", "Java", 0, -56, 0, 0, 0, -56
"/home/robert/Java-Catan/target/classes/com/catan/demo/EnhancedBoardDemo.class", "Java", 0, -78, 0, 0, -1, -79
"/home/robert/Java-Catan/target/classes/com/catan/demo/HexPositionDebug.class", "Java", 0, -54, 0, 0, -3, -57
"/home/robert/Java-Catan/target/classes/com/catan/demo/RealDuplicateAnalysis.class", "Java", 0, -24, 0, 0, 0, -24
"/home/robert/Java-Catan/target/classes/com/catan/demo/RoadVisibilityTest.class", "Java", 0, -28, 0, 0, 0, -28
"/home/robert/Java-Catan/target/classes/com/catan/demo/SimpleEdgeTest.class", "Java", 0, -45, 0, 0, 0, -45
"/home/robert/Java-Catan/target/classes/com/catan/demo/SimpleLayoutDemo.class", "Java", 0, -32, 0, 0, -1, -33
"/home/robert/Java-Catan/target/classes/com/catan/demo/SymmetryTest.class", "Java", 0, -35, 0, 0, -3, -38
"/home/robert/Java-Catan/target/classes/com/catan/demo/VertexCoordinateTest.class", "Java", 0, -39, 0, 0, 0, -39
"/home/robert/Java-Catan/target/classes/com/catan/demo/VertexDebugger.class", "Java", 0, -38, 0, 0, 0, -38
"/home/robert/Java-Catan/target/classes/com/catan/model/AuthenticCatanBoard.class", "Java", 0, 117, 0, 0, 0, 117
"/home/robert/Java-Catan/target/classes/com/catan/model/Building$Type.class", "Java", 0, 4, 0, 0, 0, 4
"/home/robert/Java-Catan/target/classes/com/catan/model/Building.class", "Java", 0, -4, 0, 0, 0, -4
"/home/robert/Java-Catan/target/classes/com/catan/model/CatanGame$GamePhase.class", "Java", 0, 2, 0, 0, 0, 2
"/home/robert/Java-Catan/target/classes/com/catan/model/CatanGame.class", "Java", 0, 1, 0, 0, 0, 1
"/home/robert/Java-Catan/target/classes/com/catan/model/CatanGeometryCalculator.class", "Java", 0, 76, 0, 0, 0, 76
"/home/robert/Java-Catan/target/classes/com/catan/model/EdgeCoordinate.class", "Java", 0, 13, 0, 0, 0, 13
"/home/robert/Java-Catan/target/classes/com/catan/model/EnhancedHexGameBoard.class", "Java", 0, -97, 0, -41, -1, -139
"/home/robert/Java-Catan/target/classes/com/catan/model/GameBoard.class", "Java", 0, -13, 0, -12, 0, -25
"/home/robert/Java-Catan/target/classes/com/catan/model/GameConstants.class", "Java", 0, 39, 0, 0, 0, 39
"/home/robert/Java-Catan/target/classes/com/catan/model/HexCoordinate.class", "Java", 0, 10, 0, 0, 0, 10
"/home/robert/Java-Catan/target/classes/com/catan/model/HexGameBoard.class", "Java", 0, -93, 0, 0, 0, -93
"/home/robert/Java-Catan/target/classes/com/catan/model/Player.class", "Java", 0, -6, 0, -2, -1, -9
"/home/robert/Java-Catan/target/classes/com/catan/model/PlayerColor.class", "Java", 0, 3, 0, 0, 0, 3
"/home/robert/Java-Catan/target/classes/com/catan/model/ResourceType.class", "Java", 0, 2, 0, 0, 0, 2
"/home/robert/Java-Catan/target/classes/com/catan/model/TerrainTile.class", "Java", 0, -2, 0, -5, 0, -7
"/home/robert/Java-Catan/target/classes/com/catan/model/TerrainType.class", "Java", 0, -1, 0, 0, 0, -1
"/home/robert/Java-Catan/target/classes/com/catan/model/VertexCoordinate.class", "Java", 0, 26, 0, 0, 0, 26
"/home/robert/Java-Catan/target/classes/com/catan/view/UIComponents$1.class", "Java", 0, 13, 0, 0, 0, 13
"/home/robert/Java-Catan/target/classes/com/catan/view/UIComponents.class", "Java", 0, -9, 0, 0, 0, -9
"/home/robert/Java-Catan/target/surefire-reports/TEST-com.catan.model.CatanGameTest.xml", "XML", 0, 0, 158, 0, 0, 158
"/home/robert/Java-Catan/target/surefire-reports/TEST-com.catan.model.EdgeCoordinateTest.xml", "XML", 0, 0, 62, 0, 0, 62
"/home/robert/Java-Catan/target/surefire-reports/TEST-com.catan.model.PlayerTest.xml", "XML", 0, 0, 62, 0, 0, 62
"/home/robert/Java-Catan/target/surefire-reports/TEST-com.catan.model.VertexCoordinateTest.xml", "XML", 0, 0, 62, 0, 0, 62
"/home/robert/Java-Catan/target/test-classes/com/catan/model/CatanGameTest.class", "Java", 0, -12, 0, 0, 0, -12
"/home/robert/Java-Catan/target/test-classes/com/catan/model/EdgeCoordinateTest.class", "Java", 0, -13, 0, 0, 0, -13
"/home/robert/Java-Catan/target/test-classes/com/catan/model/EnhancedHexGameBoardTest.class", "Java", 0, -46, 0, 0, 0, -46
"/home/robert/Java-Catan/target/test-classes/com/catan/model/HexGameBoardTest.class", "Java", 0, -61, 0, 0, 0, -61
"/home/robert/Java-Catan/target/test-classes/com/catan/model/PlayerTest.class", "Java", 0, -9, 0, 0, 0, -9
"/home/robert/Java-Catan/target/test-classes/com/catan/model/VertexCoordinateTest.class", "Java", 0, -13, 0, 0, 0, -13
"Total", "-", -1982, -3122, 344, -342, -1137, -6239